=== Segment 1 Start: 22:32:54 | End: 22:33:02 ===
Time (s),x,y
2.13,13,39
2.19,13,65
2.52,39,65
2.59,65,65
3.32,65,39
3.38,65,13
3.58,91,13
3.65,117,13
3.85,117,39
3.91,117,65
3.98,117,91
4.04,117,117
4.31,143,117
4.37,169,117
4.64,169,143
4.71,169,169
5.04,195,169
5.1,221,143
5.37,221,117
5.44,221,91
5.63,221,65
5.77,247,65
5.83,273,65
6.1,273,91
6.16,273,117
6.36,299,117
6.43,325,117
6.49,351,117
6.56,377,117
6.62,403,117
6.69,429,117
6.76,455,117
6.82,481,117
7.02,481,143
7.09,481,169
7.35,507,169
7.42,533,169
7.48,559,169
7.55,585,169
7.81,585,143
7.88,585,117
8.01,559,117
8.08,533,117
8.34,533,91
8.41,533,65

=== Segment 2 Start: 22:33:02 | End: 22:33:24 ===
Time (s),x,y
2.05,42,14
2.11,70,14
2.31,70,42
2.38,70,70
2.44,70,98
2.51,42,126
2.58,14,154
3.57,14,182
3.63,14,210
3.7,14,238
3.77,14,266
3.83,14,294
3.9,42,294
3.96,70,294
4.03,98,294
4.1,126,294
4.23,126,322
4.3,126,350
4.37,126,378
4.43,126,406
4.5,126,434
4.56,126,462
4.89,154,462
4.96,182,462
6.68,182,434
6.74,182,406
6.94,210,406
7.0,238,406
7.07,266,406
7.14,294,406
7.4,294,378
7.47,294,350
7.93,294,378
8.0,294,406
8.4,294,378
8.46,294,350
8.79,322,350
8.86,350,350
8.93,378,350
8.99,406,350
9.25,406,378
9.32,406,406
9.65,434,406
9.72,462,406
10.85,462,378
10.91,462,350
11.7,462,322
11.77,462,294
12.03,434,294
12.1,406,294
12.16,378,294
12.23,350,294
12.37,350,266
12.43,350,238
12.69,378,238
12.76,406,238
13.02,406,210
13.09,406,182
13.16,406,154
13.22,406,126
13.55,434,126
13.62,462,126
13.89,462,98
13.95,462,70
14.21,434,70
14.28,406,70
14.35,378,70
14.41,350,70
14.48,322,70
14.88,294,42
14.94,294,14
15.74,322,14
15.8,350,14
15.87,378,14
15.93,406,14
16.0,434,14
16.07,462,14
16.13,490,14
16.2,518,14
16.53,518,42
16.6,518,70
16.66,518,98
16.73,518,126
16.79,518,154
16.86,518,182
16.93,518,210
16.99,518,238
17.06,518,266
17.12,518,294
17.19,518,322
17.26,518,350
17.39,546,350
17.45,574,350
17.72,574,322
17.78,574,294
18.05,602,294
18.12,630,294
18.32,630,266
18.38,630,238
18.45,630,210
18.51,630,182
18.91,658,182
18.98,686,182
19.04,714,182
19.11,742,182
19.44,742,210
19.51,742,238
19.57,742,266
19.64,742,294
19.77,714,294
19.83,686,294
20.1,686,322
20.17,686,350
20.23,686,378
20.3,686,406
20.5,714,406
20.56,742,406
20.83,742,434
20.89,742,462
21.09,714,462
21.16,686,462
21.22,658,462
21.29,630,462
21.36,602,462
21.42,574,462
21.49,546,462
21.55,518,462
21.62,490,462
21.68,462,462
22.02,434,462
22.08,406,462

=== Segment 3 Start: 22:33:24 | End: 22:33:26 ===
Time (s),x,y
1.06,45,15
1.12,75,15
1.19,105,15

=== Segment 4 Start: 22:33:26 | End: 22:33:29 ===
Time (s),x,y
0.07,39,13
0.86,65,13
1.12,65,39
1.19,65,65
1.32,39,65
1.39,13,65
1.65,13,91
1.72,13,117
1.79,13,143
1.85,13,169
1.92,13,195
1.99,13,221
2.12,39,221
2.18,65,221
2.25,91,221
2.32,117,221
3.05,143,221
3.11,169,195

=== Segment 5 Start: 22:33:29 | End: 22:33:41 ===
Time (s),x,y
0.79,16,49
0.86,16,82
2.51,49,82
2.57,82,82
2.91,82,49
2.97,115,16
3.17,148,16
3.24,181,16
3.3,214,16
3.37,247,16
3.43,280,16
5.09,280,49
5.15,280,82
5.42,313,82
5.48,346,82
5.55,379,82
5.62,412,82
5.81,412,115
5.88,412,148
5.95,412,181
6.01,412,214
6.21,379,214
6.28,346,214
6.67,346,247
6.74,346,280
7.0,313,280
7.07,280,280
7.4,280,247
7.47,280,214
7.53,280,181
7.6,247,148
7.67,214,148
7.73,181,148
7.8,148,148
7.93,148,181
7.99,148,214
8.06,148,247
8.12,148,280
8.19,148,313
8.26,148,346
8.52,181,346
8.59,214,346
8.65,247,346
8.72,280,346
8.99,280,379
9.05,280,412
9.18,313,412
9.25,346,412
9.31,379,412
9.38,412,412
9.51,412,379
9.58,412,346
9.78,412,313
9.85,445,280
9.91,478,247
9.98,511,214
10.04,544,181
10.18,544,148
10.64,511,148
10.7,478,148
10.97,478,115
11.03,478,82
11.1,478,49
11.17,478,16
11.43,511,16
11.5,544,16
11.56,577,16
11.63,610,16
11.76,610,49
11.83,610,82
11.89,610,115
11.96,610,148
