=== Segment 1 Start: 14:24:49 | End: 14:24:58 ===
Time (s),x,y
2.19,20,60
2.26,20,100
2.72,60,100
2.79,100,100
3.52,100,60
3.58,100,20
3.98,140,20
4.05,180,20
4.11,220,20
4.18,260,20
4.25,260,60
4.31,260,100
4.51,300,100
4.58,340,100
4.77,340,60
4.84,340,20
4.97,380,20
5.04,420,20
5.3,420,60
5.37,460,100
5.43,500,140
5.76,500,180
5.83,500,220
5.9,500,260
5.96,500,300
6.03,500,340
6.1,500,380
6.16,500,420
6.29,460,420
6.36,420,420
6.43,380,420
6.49,340,420
6.56,340,380
6.63,340,340
6.83,380,340
6.89,420,340
7.09,420,300
7.16,420,260
7.22,420,220
7.29,420,180
7.42,380,180
7.49,340,180
7.56,340,220
7.62,340,260
7.69,300,260
7.75,260,260
7.82,220,260
7.89,180,260
7.95,140,260
8.02,100,260
8.09,100,220
8.15,140,180
8.22,180,180
8.28,220,180
8.61,180,140

=== Segment 2 Start: 14:24:58 | End: 14:25:08 ===
Time (s),x,y
1.32,180,100
1.99,180,140
2.05,180,180
2.19,140,180
2.25,100,180
2.32,60,180
2.39,20,180
2.85,20,220
2.91,20,260
2.98,20,300
3.05,20,340
3.11,20,380
3.18,20,420
3.25,20,460
3.31,20,500
4.31,60,500
4.37,100,500
4.7,100,460
4.77,100,420
4.83,100,380
4.9,100,340
5.03,140,340
5.1,180,340
5.16,220,340
5.23,260,340
5.36,260,380
5.43,220,420
5.49,180,420
5.63,180,460
5.69,180,500
5.76,180,540
5.82,180,580
6.09,220,580
6.15,260,540
6.22,300,500
6.29,340,500
7.08,340,540
7.15,340,580
7.41,380,580
7.48,420,540
7.55,460,500
7.61,500,500
7.68,540,500
7.74,580,540
7.81,620,580
8.08,660,580
8.14,700,580
8.21,740,540
8.34,740,500
8.47,700,500
8.54,660,500
8.67,660,460
8.73,660,420
8.87,620,420
8.93,580,420
9.06,580,380
9.13,580,340
9.2,580,300
9.26,580,260
9.33,580,220
9.39,620,180
9.46,660,180
9.66,660,140
9.72,660,100
9.79,660,60
9.86,660,20
9.99,700,20
10.05,740,20
10.19,740,60
10.25,740,100
10.45,740,140
10.52,740,180
10.59,740,220
10.65,740,260
10.78,700,260

=== Segment 3 Start: 14:25:08 | End: 14:25:24 ===
Time (s),x,y
0.06,660,260
1.39,700,260
1.45,740,220
1.79,740,180
1.85,740,140
1.92,740,100
1.98,740,60
2.05,740,20
2.25,700,20
2.31,660,20
2.44,660,60
2.51,660,100
2.58,660,140
2.64,660,180
2.84,620,180
2.9,580,180
3.1,580,220
3.17,580,260
3.23,580,300
3.57,580,340
3.63,580,380
3.7,580,420
4.29,620,420
4.36,660,420
4.69,660,460
4.76,660,500
4.89,700,500
4.96,740,540
5.02,740,580
5.35,700,580
5.42,660,580
5.49,620,580
5.55,580,580
5.68,580,540
5.75,580,500
5.95,540,500
6.01,500,500
6.08,460,500
6.15,420,500
6.28,420,540
6.35,420,580
6.41,380,580
6.48,340,580
6.68,340,540
6.74,340,500
6.87,300,500
6.94,260,500
7.14,260,540
7.2,260,580
7.27,220,580
7.33,180,580
7.4,140,580
7.53,180,540
7.86,180,500
8.66,180,460
8.72,180,420
9.13,220,420
9.19,260,420
9.25,260,380
9.32,260,340
9.52,220,340
9.58,180,340
9.65,140,340
9.72,100,340
9.98,100,380
10.05,100,420
10.11,100,460
10.18,100,500
10.31,60,500
