=== Segment 1 Start: 21:51:29 | End: 21:51:49 ===
Time (s),x,y
2.12,14,43
2.19,14,72
2.39,43,72
2.46,72,72
2.72,72,101
2.79,72,130
3.11,101,130
3.18,130,130
3.38,130,159
3.44,130,188
3.78,101,188
3.84,72,188
4.64,72,217
4.7,72,246
5.1,43,246
5.17,14,246
5.43,14,275
5.49,14,304
5.56,14,333
5.63,14,362
5.89,43,362
5.96,72,362
6.29,72,333
6.36,72,304
6.49,101,304
6.55,130,304
6.62,159,304
6.69,188,304
6.75,217,304
6.82,246,304
7.02,246,275
7.08,246,246
7.34,217,246
7.41,188,246
7.48,159,246
7.54,130,246
8.2,159,246
8.27,188,246
8.34,217,246
8.67,188,217
9.06,188,188
9.13,188,159
9.2,188,130
9.26,188,101
9.33,217,72
9.39,246,72
9.46,275,72
9.52,304,72
10.05,304,43
10.12,304,14
10.39,333,14
10.45,362,14
10.52,391,14
10.59,420,14
10.85,420,43
10.92,420,72
11.24,449,72
11.31,478,72
11.38,507,72
11.44,536,72
11.71,536,101
11.77,536,130
11.84,536,159
11.9,536,188
11.97,536,217
12.04,536,246
12.1,536,275
12.17,536,304
12.43,507,304
12.5,478,304
12.56,449,304
12.63,420,304
13.16,420,275
13.22,420,246
13.29,420,217
13.36,420,188
13.82,449,188
13.89,478,188
14.29,478,159
14.35,478,130
14.55,449,130
14.61,420,130
14.68,391,130
14.75,362,130
15.08,362,159
15.14,362,188
15.21,362,217
15.27,362,246
15.54,333,246
15.61,304,246
15.93,304,275
16.0,304,304
16.07,304,333
16.13,304,362
16.2,304,391
16.26,304,420
16.66,333,420
16.73,362,420
16.99,362,449
17.06,362,478
17.39,391,478
17.46,420,478
17.52,449,478
17.59,478,478
17.65,507,478
17.72,536,478
17.79,565,478
17.85,594,478
18.05,594,507
18.11,594,536
18.44,565,536
18.51,536,536
18.58,507,536
18.64,478,536
18.71,449,536
18.78,420,536
18.84,391,536
18.91,362,536
18.97,333,536
19.04,304,536
19.11,275,536
19.17,246,536
19.24,217,536
19.3,188,536
19.37,159,536
19.44,130,536
19.7,130,507
19.77,130,478
19.83,130,449
19.9,130,420
20.03,101,420

=== Segment 2 Start: 21:51:49 | End: 21:52:13 ===
Time (s),x,y
0.99,13,40
1.05,13,67
1.25,40,67
1.32,67,67
1.39,94,67
1.45,121,67
1.52,148,67
1.58,175,67
1.78,175,94
1.85,175,121
2.64,148,121
2.71,121,121
3.04,121,148
3.1,121,175
3.17,121,202
3.23,121,229
3.7,148,229
3.77,175,229
3.83,202,229
3.9,229,229
4.5,229,202
4.56,229,175
4.63,229,148
4.69,229,121
5.15,256,121
5.22,283,121
5.88,283,94
5.95,283,67
6.01,283,40
6.08,283,13
6.41,310,13
6.48,337,13
6.54,364,13
6.61,391,13
7.01,391,40
7.07,391,67
7.14,391,94
7.2,391,121
7.4,364,121
7.47,337,121
7.74,337,148
7.8,337,175
8.07,364,175
8.13,391,175
8.2,418,175
8.26,445,175
8.53,445,202
8.59,445,229
8.92,418,229
9.45,391,229
10.18,391,256
10.25,391,283
10.71,418,283
10.78,445,283
11.17,445,310
11.24,445,337
11.31,445,364
11.37,445,391
11.7,418,391
11.77,391,391
12.23,391,364
12.3,391,337
12.63,364,337
12.69,337,337
13.03,337,310
13.09,337,283
13.35,310,283
13.42,283,283
13.49,256,283
13.55,229,283
13.62,202,283
13.68,175,283
13.82,175,310
13.88,175,337
13.95,175,364
14.02,175,391
14.08,175,418
14.15,175,445
14.35,202,445
14.41,229,445
14.68,229,472
14.74,229,499
15.07,256,499
15.14,283,499
15.21,310,499
15.27,337,499
15.54,337,472
15.74,337,445
15.8,337,418
15.87,337,391
16.47,337,418
16.53,337,445
16.6,337,472
16.93,364,445
17.46,391,445
17.52,418,445
17.59,445,445
17.85,445,472
17.92,445,499
18.18,472,499
18.25,499,499
18.31,526,499
18.38,553,499
18.64,553,472
18.71,553,445
18.78,553,418
18.84,553,391
19.04,526,391
19.11,499,391
19.37,499,364
19.44,499,337
19.5,499,310
19.57,499,283
19.64,499,256
19.7,499,229
20.03,526,229
20.1,553,229
20.76,553,202
20.83,553,175
21.82,553,148
21.88,553,121
22.21,580,121
22.28,607,121
22.35,634,121
22.41,661,121
22.48,688,121
22.54,715,121
22.61,742,121
22.68,769,121
22.94,769,148
23.01,769,175
23.34,742,175
23.41,715,175
23.47,688,175
23.54,661,175
23.61,634,175
23.67,607,175
23.94,607,202
24.0,607,229
24.07,607,256

=== Segment 3 Start: 21:52:13 | End: 21:52:27 ===
Time (s),x,y
0.79,48,16
0.86,80,16
1.19,80,48
1.26,80,80
1.32,80,112
1.39,80,144
2.05,48,144
2.11,16,144
2.38,16,176
2.44,16,208
2.78,48,208
2.84,80,208
2.91,112,208
2.97,144,208
3.64,144,176
3.7,144,144
3.77,144,112
3.83,144,80
3.9,144,48
3.97,144,16
4.16,176,16
4.23,208,16
4.3,240,16
4.36,272,16
4.43,304,16
4.5,336,16
4.56,368,16
4.63,400,16
4.69,432,16
4.76,464,16
5.22,496,16
5.29,528,16
5.56,528,48
5.62,528,80
5.95,560,80
6.02,592,80
7.4,592,48
7.47,592,16
7.86,624,16
7.93,656,16
8.19,656,48
8.26,656,80
8.33,656,112
8.39,656,144
8.72,688,144
8.79,720,144
9.12,720,176
9.19,720,208
9.26,720,240
9.32,720,272
9.39,720,304
9.46,720,336
9.52,720,368
9.59,720,400
9.92,688,400
9.99,656,400
10.32,656,368
10.38,656,336
10.71,624,336
10.78,592,336
11.11,592,368
11.17,592,400
11.51,560,400
11.57,528,400
11.9,528,368
11.97,528,336
12.24,496,336
12.3,464,336
12.63,464,304
12.7,464,272
13.03,496,272
13.1,528,272
13.16,560,272
13.23,592,272
13.49,592,240
13.56,592,208
13.63,592,176
13.69,592,144
13.96,560,144
14.02,528,144
14.09,496,144
14.16,464,144
14.42,464,176
14.49,464,208
14.75,496,208

=== Segment 4 Start: 21:52:27 | End: 21:52:45 ===
Time (s),x,y
1.19,16,48
1.25,16,80
1.58,48,80
1.65,80,80
1.91,80,112
1.98,80,144
2.24,48,144
2.31,16,144
2.64,16,176
2.71,16,208
2.77,16,240
2.84,16,272
2.91,16,304
2.97,16,336
3.04,16,368
3.1,16,400
3.37,48,400
3.44,80,400
3.5,112,400
3.57,144,400
3.83,144,368
3.9,144,336
4.43,112,336
4.49,80,336
4.82,80,304
4.89,80,272
5.68,112,272
5.75,144,272
6.35,144,240
6.41,144,208
6.88,176,208
6.94,208,208
7.27,208,240
7.34,208,272
7.6,240,272
7.67,272,272
7.73,304,272
7.8,336,272
8.46,336,240
8.53,336,208
8.59,336,176
8.66,336,144
8.73,336,112
8.79,368,80
8.99,400,80
9.06,432,80
9.12,464,80
9.52,464,48
9.58,464,16
9.85,496,16
9.92,528,16
10.25,528,48
10.31,528,80
10.38,528,112
10.44,528,144
10.51,528,176
10.57,528,208
10.64,528,240
10.71,528,272
10.78,528,304
10.85,560,336
11.17,592,336
11.24,624,336
11.3,656,336
11.37,688,336
11.44,720,336
11.64,720,304
11.7,720,272
12.04,688,272
12.1,656,272
12.17,624,272
12.23,592,272
12.36,592,240
12.43,592,208
12.5,592,176
12.56,592,144
12.83,624,144
12.89,656,144
13.22,656,176
13.29,656,208
13.62,688,208
13.68,720,208
13.75,752,208
13.82,784,208
14.15,784,240
14.21,784,272
14.28,784,304
14.35,784,336
14.41,784,368
14.48,784,400
14.81,752,400
14.87,720,400
14.94,688,400
15.0,656,400
15.07,624,400
15.14,592,400
15.21,560,400
15.27,528,400
15.54,528,432
15.6,528,464
15.94,496,464
16.0,464,464
16.53,464,432
16.6,464,400
16.66,464,368
16.73,464,336
17.46,432,336
17.52,400,336
17.98,400,304

=== Segment 5 Start: 21:52:45 | End: 21:53:11 ===
Time (s),x,y
1.13,43,14
1.19,72,14
1.52,72,43
1.59,72,72
1.79,43,72
1.85,14,72
2.12,14,101
2.19,14,130
2.25,14,159
2.32,14,188
2.39,14,217
2.45,14,246
2.52,14,275
2.58,14,304
2.91,43,304
2.98,72,304
3.38,72,275
3.44,72,246
3.51,72,217
3.57,72,188
3.64,72,159
3.71,72,130
3.97,101,130
4.04,130,130
4.1,159,130
4.17,188,130
4.43,188,159
4.5,188,188
4.83,159,188
4.9,130,188
5.16,130,217
5.23,130,246
5.56,159,246
5.62,188,246
5.95,188,275
6.02,188,304
6.29,217,304
6.35,246,304
6.42,275,304
6.48,304,304
6.75,304,275
6.81,304,246
7.67,275,246
7.74,246,246
8.07,246,217
8.14,246,188
8.2,246,159
8.27,246,130
8.67,275,130
8.73,304,130
8.8,333,130
8.86,362,130
9.06,362,101
9.13,362,72
9.99,391,72
10.06,420,72
10.72,420,43
10.79,420,14
11.18,449,14
11.25,478,14
11.65,478,43
11.71,507,72
11.84,536,72
12.64,536,43
12.7,536,14
13.03,565,14
13.1,594,14
13.17,623,14
13.23,652,14
13.43,652,43
13.5,652,72
13.7,681,72
13.76,710,72
15.15,710,43
15.22,710,14
15.68,739,14
15.75,768,14
16.21,768,43
16.28,768,72
16.34,768,101
16.41,768,130
16.48,768,159
16.54,768,188
16.81,739,188
16.87,710,188
17.14,710,217
17.2,710,246
17.4,681,246
17.47,652,246
17.87,652,217
17.93,652,188
18.0,652,159
18.06,652,130
18.33,623,130
18.39,594,130
19.05,594,159
19.12,594,188
19.72,565,188
19.78,536,188
19.85,507,188
19.92,478,188
19.98,449,188
20.05,420,188
20.11,391,188
20.31,362,217
20.38,362,246
20.44,362,275
20.51,362,304
20.91,391,304
20.97,420,304
21.24,420,275
21.3,420,246
21.63,449,246
21.7,478,246
21.76,507,246
21.83,536,246
22.03,536,275
22.09,536,304
22.16,536,333
22.23,536,362
22.29,536,391
22.36,536,420
22.42,536,449
22.49,536,478
22.69,565,478
22.76,594,478
23.02,594,449
23.09,594,420
23.36,623,420
23.42,652,420
23.75,652,391
23.82,652,362
24.15,623,362
24.22,594,362
24.48,594,333
24.54,623,304
24.87,652,304
24.94,681,304
25.0,710,304
25.07,739,304
25.14,768,304
25.47,768,333
25.53,768,362
25.8,739,362
25.86,710,362

=== Segment 6 Start: 21:53:11 | End: 21:53:12 ===
Time (s),x,y
1.06,13,40
1.12,13,67

