=== Segment 1 Start: 15:47:09 | End: 15:47:18 ===
Time (s),x,y
0.81,42,14
0.88,70,14
0.93,98,14
1.0,126,14
1.07,154,14
1.13,182,14
1.4,182,42
1.46,182,70
1.53,182,98
1.59,182,126
1.79,154,126
1.86,126,126
1.93,98,126
1.99,70,126
2.19,70,98
2.26,70,70
2.39,42,70
2.45,14,70
2.72,14,98
2.78,14,126
2.85,14,154
2.92,14,182
3.18,42,182
3.25,70,182
3.44,70,210
3.51,70,238
3.71,98,238
3.77,126,238
4.37,126,210
4.44,126,182
4.7,154,182
4.76,182,182
5.23,182,210
5.29,182,238
5.56,210,238
5.62,238,238
5.89,238,266
5.95,238,294
6.23,210,294
6.29,182,294
6.61,182,322
6.68,182,350
6.88,210,350
6.94,238,350
7.14,238,378
7.21,238,406
7.54,210,406
7.6,182,406
7.87,182,434
7.93,182,462
8.0,182,490
8.07,182,518
8.33,210,518
8.4,238,518
8.46,266,518
8.53,294,518
8.6,322,518
8.67,350,518
8.86,350,490
8.93,350,462
9.12,378,462

=== Segment 2 Start: 15:47:18 | End: 15:47:40 ===
Time (s),x,y
0.07,39,13
0.13,65,13
0.2,91,13
0.86,117,13
0.93,143,13
0.99,169,13
1.06,195,13
1.12,221,13
1.26,221,39
1.32,221,65
1.52,247,65
1.59,273,65
1.78,273,39
1.85,273,13
2.12,299,13
2.18,325,13
2.25,351,13
2.31,377,13
2.58,377,39
2.64,377,65
2.91,403,65
2.98,429,65
3.24,429,39
3.31,429,13
3.57,455,13
3.64,481,13
3.71,507,13
3.77,533,13
4.03,533,39
4.1,533,65
4.43,507,65
4.5,481,65
4.83,481,91
4.9,481,117
4.96,481,143
5.03,481,169
5.29,455,169
5.36,429,169
5.42,403,169
5.49,377,169
5.56,351,169
5.62,325,169
5.82,325,143
5.89,299,117
5.95,273,117
6.48,273,143
6.55,273,169
6.61,273,195
6.68,273,221
6.74,273,247
6.81,273,273
6.88,273,299
6.94,273,325
7.14,299,325
7.21,325,325
7.47,325,299
7.54,325,273
7.61,325,247
7.67,325,221
7.94,351,221
8.0,377,221
8.07,403,221
8.13,429,221
8.46,429,247
8.53,429,273
8.86,455,273
8.93,481,273
8.99,507,273
9.06,533,273
9.59,533,247
9.65,533,221
9.99,559,221
10.05,585,221
10.31,585,247
10.38,585,273
10.71,585,299
10.78,585,325
11.04,611,325
11.11,637,325
11.17,663,325
11.24,689,325
11.37,689,299
11.44,689,273
11.77,663,273
11.84,637,273
12.04,637,247
12.1,637,221
12.37,663,221
12.43,689,221
12.5,715,221
12.56,741,221
12.89,741,247
12.96,741,273
13.03,741,299
13.09,741,325
13.16,741,351
13.23,741,377
13.29,741,403
13.36,741,429
13.62,715,429
13.69,689,429
14.42,689,403
14.48,689,377
14.75,663,377
14.81,637,377
14.88,611,377
14.95,585,377
15.28,585,403
15.35,585,429
15.61,559,429
15.68,533,429
16.01,533,403
16.07,533,377
16.34,507,377
16.41,481,377
17.13,481,403
17.2,481,429
17.59,455,429
17.66,429,429
17.73,403,429
17.79,377,429
17.86,351,429
17.93,325,429
17.99,299,429
18.06,273,429
18.12,247,429
18.19,221,429
18.26,195,429
18.32,169,429
18.39,143,429
18.45,117,429
18.72,117,403
18.78,143,377
18.85,169,351
19.24,169,325
19.71,143,325
19.77,117,325
20.1,117,299
20.17,117,273
20.24,117,247
20.3,117,221
20.9,143,221
20.97,169,221
21.23,169,195
21.29,169,169
21.36,169,143
21.43,169,117
21.69,195,117
21.76,221,117
22.09,221,143
22.15,221,169
22.22,221,195
22.29,221,221
22.35,221,247
22.42,221,273

=== Segment 3 Start: 15:47:40 | End: 15:47:43 ===
Time (s),x,y
0.92,46,15
0.99,77,15
1.25,77,46
1.32,77,77
1.52,108,77
1.58,139,77
1.85,139,46
1.92,139,15
2.12,170,15
2.18,201,15
2.25,232,15
2.31,263,15
2.38,294,15
2.44,325,15
2.64,325,46

=== Segment 4 Start: 15:47:43 | End: 15:47:49 ===
Time (s),x,y
0.66,42,14
0.73,70,14
