=== Segment 1 Start: 12:58:58 | End: 12:59:16 ===
Time (s),x,y
6.29,40,13
6.36,67,13
6.42,94,13
6.49,121,13
6.56,148,13
6.89,175,13
7.29,175,40
7.35,175,67
7.55,148,67
7.62,121,67
7.68,94,67
7.75,67,67
7.96,67,94
8.01,67,121
8.34,94,121
8.41,121,121
8.47,148,121
8.54,175,121
8.6,202,121
8.67,229,121
8.74,256,121
8.81,283,121
8.94,283,94
9.01,283,67
9.27,310,67
9.34,337,67
9.53,337,40
9.6,337,13
9.93,364,13
10.0,391,13
10.33,391,40
10.39,391,67
10.66,418,67
10.72,445,67
10.79,472,67
10.86,499,67
11.05,499,40
11.12,499,13
11.32,526,13
11.38,553,13
11.45,580,13
11.52,607,13
11.58,634,13
11.65,661,13
11.85,661,40
11.92,661,67
12.24,688,67
12.31,715,67
12.37,742,67
12.44,769,67
12.71,769,94
12.78,769,121
12.84,769,148
12.91,769,175
13.11,742,175
13.17,715,175
13.24,688,175
13.31,661,175
13.44,661,202
13.5,661,229
13.56,661,256
13.63,661,283
13.83,634,283
13.89,607,283
14.16,607,256
14.22,607,229
14.42,580,229
14.49,553,229
14.76,553,202
14.82,553,175
15.09,526,175
15.15,499,175
15.35,499,202
15.42,499,229
15.61,472,229
15.68,445,229
16.01,445,202
16.08,445,175
16.27,418,175
16.34,391,175
16.41,364,175
16.47,337,175
17.01,337,148
17.07,337,121
17.34,364,121
17.4,391,121
17.47,418,121
17.53,445,121
17.6,472,121
17.67,499,121
17.73,526,121
17.8,553,121
18.19,580,121

=== Segment 2 Start: 12:59:16 | End: 12:59:21 ===
Time (s),x,y
0.07,45,15
2.31,75,15
2.38,105,15
2.44,135,15
2.91,135,45
2.97,135,75
3.17,105,75
3.24,75,75
3.44,75,105
3.5,75,135
3.77,105,135
3.83,135,135
4.1,135,165
4.16,135,195
4.23,135,225
4.3,135,255
4.43,165,255
4.49,195,255
4.56,225,255
4.63,255,255

=== Segment 3 Start: 12:59:21 | End: 12:59:40 ===
Time (s),x,y
5.89,16,49
5.95,16,82
6.02,16,115
6.08,16,148
6.15,16,181
6.22,16,214
6.48,49,214
6.55,82,214
6.75,82,181
6.81,82,148
7.01,115,148
7.07,148,148
7.34,148,181
7.41,148,214
7.67,181,214
7.74,214,214
8.0,214,247
8.07,214,280
8.14,214,313
8.2,214,346
8.26,214,379
8.33,214,412
8.59,247,412
8.66,280,412
8.92,280,379
8.99,280,346
9.06,280,313
9.12,280,280
9.19,280,247
9.25,280,214
9.32,280,181
9.39,280,148
9.58,313,148
9.65,346,148
9.98,346,181
10.05,346,214
10.11,346,247
10.18,346,280
10.44,379,280
10.51,412,280
10.58,445,280
10.64,478,280
10.91,478,247
10.97,478,214
11.17,445,214
11.24,412,214
11.5,412,181
11.57,412,148
11.63,412,115
11.7,412,82
11.9,445,82
11.96,478,82
12.16,478,49
12.23,478,16
12.36,511,16
12.43,544,16
12.5,577,16
12.56,610,16
12.89,610,49
12.96,610,82
13.02,610,115
13.09,610,148
13.16,610,181
13.22,610,214
13.42,643,214
13.49,676,214
13.55,709,214
13.62,742,214
14.01,742,247
14.08,742,280
14.48,709,280
14.54,676,280
15.07,643,280
15.33,610,280
15.6,610,313
15.66,610,346
16.13,610,379
16.2,610,412
16.46,643,412
16.53,676,412
16.79,676,445
16.85,676,478
17.12,643,478
17.18,610,478
17.25,577,478
17.32,544,478
17.58,544,445
17.65,544,412
17.91,511,412
17.98,478,412
18.18,478,379
18.24,478,346
18.51,511,346
18.57,544,346
18.84,544,313
18.9,544,280
18.97,544,247
19.03,544,214
19.1,544,181
19.17,544,148
19.23,544,115

=== Segment 4 Start: 12:59:40 | End: 13:00:07 ===
Time (s),x,y
8.59,16,49
8.66,16,82
8.73,16,115
8.79,16,148
9.12,49,148
9.19,82,148
9.52,82,181
9.59,82,214
9.92,115,214
9.98,148,214
10.18,148,181
10.25,148,148
10.31,148,115
10.38,148,82
10.45,181,82
10.51,214,82
10.58,247,82
10.65,280,82
10.91,280,115
10.97,247,148
11.04,214,181
11.44,214,214
11.63,247,214
11.7,280,214
11.77,313,214
11.83,346,214
12.1,346,247
12.16,346,280
