=== Segment 1 Start: 19:11:36 | End: 19:11:41 ===
Time (s),x,y
1.27,13,39
1.33,13,65
1.4,13,91
1.46,13,117
1.53,13,143
1.59,13,169
1.66,13,195
1.73,13,221
1.79,13,247
2.26,13,273
2.72,39,273
2.79,65,273
3.19,65,299
3.25,65,325
3.78,39,325
4.18,13,325
4.38,13,351
4.64,39,377
5.17,65,377
5.24,91,377

=== Segment 2 Start: 19:11:41 | End: 19:11:44 ===
Time (s),x,y
0.07,45,15
0.92,75,15
0.99,105,15
1.99,135,15
2.51,135,45
2.58,135,75
2.97,165,75
3.04,195,75
3.11,225,75
3.17,255,75

=== Segment 3 Start: 19:11:44 | End: 19:11:53 ===
Time (s),x,y
2.78,15,45
2.85,15,75
2.91,15,105
2.98,15,135
3.05,15,165
3.11,15,195
3.18,15,225
3.24,15,255
3.31,15,285
3.37,15,315
3.44,15,345
3.51,15,375
3.57,15,405
3.64,15,435
4.03,45,435
4.1,75,435
4.43,75,465
4.5,75,495
4.56,75,525
4.63,75,555
5.09,105,555
5.15,135,555
5.22,165,555
5.29,195,555
5.35,225,555
5.42,255,555
5.49,285,555
5.55,315,555
5.62,345,555
5.68,375,525
5.82,375,495
6.22,345,495
6.28,315,495
6.68,315,465
6.74,315,435
6.81,315,405
6.87,315,375
7.21,285,375
7.27,255,375
7.34,225,375
7.4,195,375
7.47,165,375
7.54,135,375
7.61,105,375
7.67,75,375
8.06,75,345
8.13,75,315
8.53,75,285

=== Segment 4 Start: 19:11:53 | End: 19:12:06 ===
Time (s),x,y
0.93,46,15
0.99,77,15
1.06,108,15
1.12,139,15
3.31,139,46
3.37,139,77
3.9,170,77
3.97,201,77
4.3,201,108
4.36,201,139
4.69,232,139
4.76,263,139
5.16,263,108
5.22,263,77
5.62,294,77
5.68,325,77
6.28,325,108
6.54,325,139
6.74,356,139
6.81,387,139
7.07,387,170
7.14,387,201
7.33,418,201
7.4,449,201
7.47,480,201
7.53,511,201
7.8,511,170
7.86,511,139
8.06,542,139
8.13,573,139
8.19,604,139
8.26,635,139
8.33,666,139
8.39,697,139
8.52,697,108
8.99,697,77
9.05,697,46
9.12,697,15
9.52,666,15
9.58,635,15
9.98,635,46
10.05,635,77
10.18,604,77
10.25,573,77
10.45,573,46
10.51,573,15
10.77,542,15
10.84,511,15
11.24,511,46
11.3,511,77
11.57,480,77
11.63,449,77
11.7,418,77
11.76,387,77
11.96,387,46
12.03,387,15
12.29,356,15
12.36,325,15
12.42,294,15
12.49,263,15
12.56,232,15
12.62,201,15

=== Segment 5 Start: 19:12:06 | End: 19:12:12 ===
Time (s),x,y
1.26,48,16
1.32,80,16
1.39,112,16
2.52,144,16
2.91,144,48
2.98,144,80
3.05,144,112
3.11,144,144
3.31,176,144
3.38,208,144
3.97,208,176
4.04,240,208
4.24,272,208
4.44,272,176
4.5,272,144
4.57,272,112
4.63,272,80
4.7,272,48
4.77,272,16
4.96,304,16
5.03,336,16
5.23,336,48
5.29,336,80
5.37,336,112
5.43,336,144
5.49,336,176
5.56,336,208
5.76,368,208
5.82,400,208
6.09,400,240
6.15,400,272

=== Segment 6 Start: 19:12:12 | End: 19:12:39 ===
Time (s),x,y
0.07,15,46
0.13,15,77
1.39,15,108
1.46,15,139
1.52,15,170
1.59,15,201
2.71,46,201
2.78,77,201
5.36,77,170
5.42,77,139
5.49,77,108
5.56,77,77
5.62,108,77
6.15,139,77
6.61,139,108
6.68,139,139
7.41,139,170
7.47,139,201
7.74,170,201
7.8,201,201
8.4,201,232
8.46,201,263
8.73,232,263
8.79,263,263
9.46,263,294
9.52,263,325
9.79,294,325
9.85,325,325
10.19,325,356
10.25,325,387
10.78,294,387
10.85,263,387
10.91,232,387
10.98,201,387
11.44,201,356
11.51,201,325
11.77,170,325
11.84,139,325
11.9,108,325
11.97,77,325
12.57,77,356
12.63,77,387
13.49,46,387
13.56,15,387
14.09,15,418
14.15,15,449
14.68,46,449
14.75,77,449
15.14,77,480
15.21,77,511
15.28,77,542
15.34,77,573
16.34,108,573
16.4,139,573
16.87,139,542
16.93,139,511
17.33,139,480
17.39,139,449
17.79,170,449
17.86,201,449
18.52,232,449
18.59,263,449
19.05,263,480
19.12,263,511
19.18,263,542
19.25,263,573
20.04,294,573
20.11,325,573
23.55,325,542
23.62,325,511
23.68,325,480
23.75,325,449
23.95,356,449
24.01,387,449
24.28,387,418
24.34,387,387
24.41,387,356
24.48,387,325
24.54,387,294
24.61,387,263
24.94,356,263
25.01,325,232
25.07,294,201
25.14,263,170
25.27,263,139
25.4,263,108
25.47,263,77
25.53,263,46
25.6,294,15
25.73,325,15
26.13,325,46
26.2,325,77
26.26,325,108
26.33,325,139
26.53,356,139
26.59,387,108
26.66,418,77
26.72,449,46
26.79,480,15
26.99,511,15
27.52,480,15
27.59,449,15
27.65,418,15

=== Segment 7 Start: 19:12:39 | End: 19:12:52 ===
Time (s),x,y
1.12,39,13
1.18,65,13
2.64,65,39
2.71,65,65
3.77,39,65
3.83,13,65
4.49,13,91
4.56,13,117
4.62,13,143
4.69,13,169
5.22,39,169
5.28,65,169
5.61,65,143
5.68,65,117
6.08,91,117
6.14,117,117
6.21,143,117
6.61,169,117
7.0,169,91
7.07,169,65
7.33,143,65
7.4,117,65
7.8,117,39
7.86,117,13
8.26,143,13
8.32,169,13
8.39,195,13
8.79,221,39
8.86,247,65
8.92,273,65
9.32,299,65
9.38,325,65
9.45,351,65
9.51,377,65
9.91,377,91
9.98,377,117
10.04,377,143
10.11,377,169
10.31,351,169
10.37,325,169
10.64,325,195
10.7,325,221
10.77,325,247
10.84,325,273
10.91,325,299
10.97,325,325
11.03,325,351
11.1,325,377
11.17,325,403
11.23,325,429
11.96,351,429
12.03,377,429
12.36,377,403

=== Segment 8 Start: 19:12:52 | End: 19:12:54 ===
Time (s),x,y
0.92,46,15
0.99,77,15
1.06,108,15
1.12,139,15
1.19,170,15
1.25,201,15
1.32,232,15
1.39,263,15
1.45,294,15
1.52,325,15
1.58,356,15
1.65,387,15
1.72,418,15
1.78,449,15
1.85,480,15
1.91,511,15
1.98,542,15
2.05,573,15
2.11,604,15
2.18,635,15

=== Segment 9 Start: 19:12:54 | End: 19:13:22 ===
Time (s),x,y
2.32,15,45
2.39,15,75
2.85,45,75
2.91,75,75
3.44,75,105
3.51,75,135
4.1,45,135
4.17,15,135
4.63,15,165
4.7,15,195
5.1,45,195
5.16,75,195
5.5,75,225
5.57,75,255
5.82,105,255
5.89,135,255
6.35,135,285
6.42,135,315
6.75,105,315
6.82,75,315
6.88,45,315
7.35,15,315
7.88,15,345
7.94,15,375
8.34,45,375
8.4,75,375
9.0,75,405
9.06,75,435
9.46,105,435
9.53,135,435
9.59,165,435
9.66,195,435
10.19,195,465
10.26,195,495
10.52,225,495
10.59,255,495
10.65,285,495
10.72,315,495
11.18,315,525
11.24,315,555
11.71,345,555
11.77,375,555
13.16,375,525
13.23,375,495
13.3,375,465
13.36,375,435
13.63,345,435
13.69,315,435
13.76,285,435
13.83,255,435
14.15,255,405
14.22,255,375
14.35,285,375
14.42,315,375
14.49,345,375
14.55,375,375
15.08,375,345
15.15,375,315
15.41,345,315
15.48,315,315
15.54,285,315
15.61,255,315
15.67,225,315
16.14,195,315
16.6,195,285
16.67,195,255
16.87,225,255
16.93,255,255
17.26,255,225
17.33,255,195
19.51,225,195
19.58,195,195
20.11,195,165
20.17,195,135
20.37,165,135
20.43,135,135
20.63,135,105
20.7,135,75
20.9,165,75
20.96,195,75
21.16,225,75
21.43,255,75
21.69,255,105
21.76,255,135
21.89,285,135
21.96,315,135
22.55,315,105
22.62,315,75
22.88,345,75
22.95,375,75
