=== Segment 1 Start: 11:25:59 | End: 11:26:08 ===
Time (s),x,y
3.19,60,20
3.26,100,20
3.32,140,20
3.39,180,20
3.92,180,60
3.98,180,100
4.05,180,140
4.12,180,180
4.51,140,180
4.58,100,180
5.11,100,140
5.18,100,100
5.51,60,100
5.58,20,100
5.97,20,140
6.03,20,180
6.1,20,220
6.96,20,260
7.29,60,260
7.36,100,260
7.42,140,260
7.49,180,260
7.89,180,300
7.95,180,340
8.22,140,340
8.28,100,340
8.55,100,380
8.61,100,420

=== Segment 2 Start: 11:26:08 | End: 11:26:11 ===
Time (s),x,y
0.07,100,460
0.13,100,500
0.79,140,500
0.86,180,500
1.32,180,540
1.39,180,580
1.59,220,580
1.65,260,580
1.91,260,540
1.98,260,500
2.05,260,460
2.11,260,420
2.18,260,380
2.25,260,340
2.44,300,340
2.51,340,340
2.58,380,340
2.64,420,340
2.91,420,380
2.97,460,420
3.24,500,420
3.3,540,420

=== Segment 3 Start: 11:26:11 | End: 11:26:14 ===
Time (s),x,y
0.07,580,420
0.13,620,420
0.2,660,420
1.32,660,380
1.39,660,340
1.72,700,340
1.79,740,340
2.05,740,380
2.12,740,420
2.18,740,460
2.25,740,500
2.58,700,500
2.65,660,500
2.91,620,500
2.98,580,500
3.04,540,500
3.11,500,500
3.17,460,500
3.24,420,500

=== Segment 4 Start: 11:26:14 | End: 11:26:21 ===
Time (s),x,y
0.07,380,500
0.46,420,500
0.53,460,500
0.59,500,500
0.66,540,500
0.73,580,500
0.79,620,500
0.86,660,500
0.93,700,500
0.99,740,500
1.19,740,460
1.26,740,420
1.32,740,380
1.39,740,340
1.46,740,300
1.52,740,260
1.59,700,260
1.65,660,260
2.12,660,220
2.18,660,180
2.25,660,140
2.32,660,100
2.38,660,60
2.45,620,20
2.58,580,20
2.98,580,60
3.05,580,100
3.11,580,140
3.18,580,180
3.38,540,180
3.44,500,180
3.71,500,220
3.77,500,260
4.04,460,260
4.1,420,260
4.37,420,220
4.43,420,180
4.7,420,140
4.77,420,100
5.09,460,100
5.16,500,100
5.36,500,60
5.43,500,20
5.56,460,20
5.62,420,20
6.22,380,20
6.28,340,20
6.48,340,60
6.55,340,100

=== Segment 5 Start: 11:26:21 | End: 11:26:29 ===
