=== Segment 1 Start: 12:05:31 | End: 12:05:40 ===
Time (s),x,y
1.59,60,20
1.66,100,20
2.06,100,60
2.12,100,100
2.39,60,100
2.45,20,100
3.18,20,140
3.25,20,180
3.31,20,220
3.38,20,260
3.44,20,300
3.51,20,340
3.71,60,340
3.78,100,340
3.84,140,340
3.91,180,340
4.17,180,380
4.24,180,420
5.1,140,420
5.16,100,420
5.82,60,420
5.89,20,420
6.22,20,460
6.29,20,500
6.81,60,500
6.88,100,500
6.95,140,500
7.01,180,500
7.08,220,500
7.14,260,500
7.41,260,540
7.48,260,580
8.93,220,580
9.0,180,580
9.06,140,580
9.13,100,580
9.19,60,580
9.26,20,580

=== Segment 2 Start: 12:05:40 | End: 12:05:47 ===
Time (s),x,y
0.99,60,580
1.06,100,580
1.12,140,580
1.19,180,580
1.26,220,580
1.32,260,580
1.39,300,580
1.45,340,580
1.52,340,540
2.51,340,500
2.58,340,460
2.64,340,420
2.84,300,420
2.91,260,420
3.17,260,380
3.24,260,340
3.44,300,340
3.5,340,340
3.77,340,300
3.83,340,260
4.1,300,260
4.16,260,260
4.23,220,260
4.3,180,260
4.82,180,220
4.89,180,180
5.15,220,180
5.22,260,180
5.29,300,180
5.35,340,180
5.42,380,180
5.49,420,180
5.69,420,140
5.75,420,100
5.81,420,60
5.88,420,20
6.15,380,20
6.21,340,20
6.28,300,20
6.34,260,20
6.41,220,20
6.48,180,20

=== Segment 3 Start: 12:05:47 | End: 12:05:51 ===
Time (s),x,y
0.66,220,20
0.73,260,20
0.79,300,20
0.86,340,20
0.93,380,20
0.99,420,20
1.06,460,20
1.12,500,20
1.19,540,20
1.59,580,20
1.65,620,20
1.72,660,20
1.78,700,20
1.85,740,20
2.12,740,60
2.18,740,100
2.45,700,100
2.51,660,100
2.71,660,140
2.78,660,180
3.11,700,180
3.17,740,180
3.57,740,220
3.64,740,260
3.7,740,300
3.77,740,340
3.84,740,380
3.9,740,420
3.97,740,460
4.04,740,500
4.1,740,540

=== Segment 4 Start: 12:05:51 | End: 12:05:52 ===
Time (s),x,y
0.06,740,580
0.79,740,540
0.86,740,500
0.92,740,460
0.99,740,420
1.06,740,380
1.12,740,340
1.19,740,300
1.25,740,260
1.32,740,220

=== Segment 5 Start: 12:05:52 | End: 12:06:01 ===
Time (s),x,y
2.38,740,260
2.45,740,300
2.52,740,340
2.58,740,380
2.65,740,420
2.72,740,460
2.78,740,500
2.85,740,540
2.91,740,580
3.11,700,580
3.18,660,580
3.24,620,580
3.31,580,580
3.38,540,580
3.44,500,580
3.51,460,580
3.58,420,580
3.84,420,540
3.91,420,500
3.97,420,460
4.04,420,420
4.17,460,420
4.24,500,420
6.75,500,460
6.81,500,500
7.41,540,500
7.47,580,500
7.87,580,460
7.94,580,420
8.01,580,380
8.07,540,340
8.14,500,300
8.2,460,260

=== Segment 6 Start: 12:06:01 | End: 12:06:03 ===
Time (s),x,y
0.07,420,260
0.79,460,260
0.86,500,260
1.72,500,220
1.79,500,180
2.71,540,180

=== Segment 7 Start: 12:06:03 | End: 12:06:11 ===
Time (s),x,y
0.07,580,180
1.46,540,180
1.52,500,180
1.85,500,220
1.92,500,260
2.25,460,260
2.31,420,260
2.71,460,260
2.78,500,260
3.11,500,300
3.17,500,340
3.5,540,340
3.57,580,340
4.1,580,380
4.16,580,420
4.23,580,460
4.3,580,500
4.83,540,500
4.89,500,500
5.88,500,460
5.95,500,420
6.28,460,420
6.35,420,420
6.88,420,460
6.94,420,500
7.01,420,540
7.07,420,580
7.34,460,580
7.4,500,580
7.47,540,580
7.53,580,580
7.6,620,580

=== Segment 8 Start: 12:06:11 | End: 12:06:12 ===
Time (s),x,y
0.07,660,580
0.13,700,580
0.6,740,580
0.93,740,540
0.99,740,500
1.06,740,460
1.12,740,420
1.19,740,380

=== Segment 9 Start: 12:06:12 | End: 12:06:15 ===
Time (s),x,y
0.66,740,340
0.73,740,300
0.79,740,260
0.86,740,220
0.93,740,180
1.13,700,180
1.19,660,180
1.46,660,140
1.52,660,100
1.86,700,100
1.92,740,60
2.12,740,20
2.32,700,20
2.38,660,20
2.45,620,20
2.51,580,20
2.58,540,20
2.65,500,20

=== Segment 10 Start: 12:06:15 | End: 12:06:16 ===
Time (s),x,y
0.07,460,20
0.79,420,20
0.86,380,20
0.93,340,20
0.99,300,20
1.06,260,20
1.13,220,20
1.19,180,20

=== Segment 11 Start: 12:06:16 | End: 12:06:31 ===
Time (s),x,y
0.6,220,20
0.66,260,20
0.73,300,20
0.79,340,20
0.86,380,20
0.93,420,20
0.99,460,20
1.06,500,20
1.12,540,20
1.19,580,20
1.26,620,20
1.79,660,20
1.85,700,20
1.92,740,20
2.32,740,60
2.38,740,100
3.7,700,100
3.77,660,100
3.96,660,140
4.03,660,180
4.29,700,180
4.36,740,180
5.88,740,220
5.95,740,260
6.02,740,300
6.08,740,340
6.15,740,380
6.22,740,420
6.28,740,460
6.35,740,500
6.41,740,540
6.48,740,580
7.61,700,580
7.67,660,580
7.74,620,580
7.8,580,580
7.87,540,580
7.93,500,580
8.0,460,580
8.07,420,580
8.33,420,540
8.4,420,500
8.46,420,460
8.53,420,420
8.79,460,420
8.86,500,420
9.85,500,460
9.92,500,500
10.25,540,500
10.32,580,500
10.58,580,460
10.65,580,420
10.71,580,380
10.78,580,340
10.91,540,340
10.98,500,340
11.24,500,300
11.31,500,260
11.38,500,220
11.44,500,180
11.71,540,180
11.77,580,180
14.22,580,220
14.29,580,260
14.69,620,260
14.75,660,260
15.35,660,300
15.61,660,340

