=== Segment 1 Start: 12:09:45 | End: 12:09:59 ===
Time (s),x,y
1.33,15,45
1.4,15,75
1.46,15,105
1.53,15,135
1.59,15,165
1.66,15,195
1.79,45,195
1.86,75,165
1.92,105,135
1.99,135,105
2.32,135,75
2.66,105,75
2.72,75,75
2.98,75,45
3.05,75,15
3.31,105,15
3.38,135,15
3.45,165,15
3.51,195,15
3.58,225,15
3.65,255,15
3.91,255,45
3.98,285,75
4.11,315,75
4.37,315,45
4.44,315,15
4.83,345,15
4.9,375,15
4.97,405,15
5.03,435,15
5.1,465,15
5.17,495,15
5.23,525,15
5.3,555,15
5.69,555,45
5.76,555,75
5.83,555,105
5.89,555,135
6.09,525,135
6.16,495,135
6.42,495,105
6.49,495,75
6.62,465,75
6.68,435,75
6.75,405,75
6.82,375,75
7.02,375,105
7.08,375,135
7.48,345,135
7.55,315,135
7.81,315,165
7.88,315,195
7.94,315,225
8.01,315,255
8.21,285,255
8.27,255,255
8.67,255,285
8.74,255,315
9.0,225,315
9.06,195,315
9.2,195,285
9.26,195,255
9.53,165,255
9.59,135,255
9.79,135,285
10.32,135,315
10.45,105,315
10.52,75,315
10.58,45,315
10.65,15,315
10.85,15,345
10.91,15,375
11.24,45,375
11.31,75,375
11.38,105,375
11.44,135,375
11.71,135,405
11.77,135,435
12.17,165,435
12.24,195,435
12.5,195,405
12.57,195,375
12.9,225,375
12.97,255,375
13.3,255,405
13.36,255,435
13.43,255,465
13.49,255,495
13.82,285,495
13.89,315,495
14.15,315,525
14.22,315,555

=== Segment 2 Start: 12:09:59 | End: 12:10:12 ===
Time (s),x,y
0.93,60,20
0.99,100,20
1.06,140,20
1.12,180,20
1.19,220,20
1.26,260,20
1.45,260,60
1.52,260,100
1.79,220,100
1.86,180,100
2.05,180,140
2.11,180,180
2.18,180,220
2.25,180,260
2.98,140,260
3.31,100,260
3.37,60,260
3.44,20,260
4.1,20,300
4.16,20,340
4.23,20,380
4.3,20,420
4.36,20,460
4.43,20,500
4.5,20,540
4.56,20,580
4.83,60,580
4.89,100,580
4.96,140,580
5.02,180,580
5.29,180,540
5.95,180,500
6.02,180,460
6.08,180,420
6.28,140,420
6.35,100,420
6.61,100,380
6.68,100,340
7.21,140,340
7.27,180,340
7.34,220,340
7.41,260,340
8.07,260,380
8.13,260,420
8.2,260,460
8.27,260,500
8.53,300,500
8.6,340,500
9.92,340,540
9.99,340,580
10.45,380,580
10.52,420,580
10.58,460,580
10.65,500,580
10.85,500,540
10.92,500,500
11.25,460,500
11.31,420,500
11.64,420,460
11.71,420,420
11.78,420,380
11.84,420,340
11.91,420,300
11.98,420,260
12.04,420,220
12.11,420,180
12.25,380,180
12.31,340,180
12.57,340,220
12.64,340,260
12.7,340,300
12.77,340,340

=== Segment 3 Start: 12:10:12 | End: 12:10:18 ===
Time (s),x,y
0.07,14,43
0.93,14,72
1.25,43,72
1.32,72,72
1.58,72,101
1.65,72,130
1.72,72,159
1.78,72,188
1.92,43,188
1.98,14,188
2.18,14,217
2.25,14,246
2.32,14,275
2.38,14,304
2.58,43,304
2.65,72,304
2.91,72,333
2.98,72,362
3.71,101,362
3.77,130,362
3.84,159,362
3.9,188,362
4.43,188,333
4.5,188,304
4.56,188,275
4.63,188,246
4.69,188,217
4.76,188,188
4.83,188,159
4.89,159,130
4.96,130,101
5.29,130,130
5.36,130,159
5.42,130,188
5.49,130,217
5.55,130,246
5.62,130,275
5.95,101,246

=== Segment 4 Start: 12:10:18 | End: 12:10:38 ===
Time (s),x,y
0.86,14,42
0.93,14,70
0.99,14,98
1.06,14,126
1.27,42,126
1.33,70,126
1.59,70,98
1.66,70,70
1.72,70,42
1.79,70,14
2.52,98,14
2.58,126,14
2.65,154,14
2.71,182,14
2.78,210,14
2.84,238,14
3.11,238,42
3.17,238,70
3.37,210,70
3.44,182,70
3.7,182,98
3.77,182,126
4.04,210,126
4.1,238,126
4.17,266,126
4.23,294,126
4.3,322,126
4.37,350,126
4.57,350,98
4.63,322,70
4.7,294,42
5.09,322,14
5.42,350,14
5.49,378,14
5.56,406,14
5.62,434,14
5.69,462,14
5.95,462,42
6.02,462,70
6.22,434,70
6.28,406,70
6.48,406,98
6.55,406,126
6.81,434,126
6.88,462,126
7.21,462,154
7.27,462,182
7.67,490,182
7.74,518,182
7.8,546,182
7.87,574,182
7.93,602,182
8.0,630,182
8.07,658,182
8.59,686,154
8.92,686,126
8.99,686,98
9.06,686,70
9.12,686,42
9.19,686,14
9.39,714,14
9.46,742,14
9.79,742,42
9.85,742,70
9.92,742,98
9.98,742,126
10.05,742,154
10.11,742,182
10.18,742,210
10.25,742,238
10.31,742,266
10.38,742,294
10.44,742,322
10.51,714,350
10.64,686,350
10.71,658,350
10.77,630,350
11.37,630,322
11.44,630,294
12.17,658,294
12.23,686,294
12.57,686,266
12.63,686,238
12.9,658,238
12.96,630,238
13.56,602,238
13.62,574,238
13.89,574,266
13.96,574,294
14.22,546,294
14.28,518,294
14.48,518,266
14.55,518,238
14.75,490,238
14.81,462,238
15.01,462,266
15.08,462,294
15.34,434,294
15.41,406,294
15.6,406,322
15.67,406,350
15.74,406,378
15.8,406,406
16.13,434,406
16.2,462,406
16.93,462,378
17.0,462,350
18.12,490,350
18.19,518,350
18.25,546,350
18.32,574,350
18.65,574,378
18.71,574,406
18.78,574,434
18.85,574,462
19.04,602,462
19.11,630,462
19.18,658,462
19.24,686,462
19.51,686,434
19.57,686,406
19.84,714,406
19.91,742,406
20.17,742,434
20.23,742,462

=== Segment 5 Start: 12:10:38 | End: 12:11:02 ===
Time (s),x,y
0.07,13,39
0.13,13,65
1.06,39,65
1.12,65,65
1.46,65,91
1.52,65,117
1.72,39,117
1.79,13,117
1.99,13,143
2.05,13,169
2.12,13,195
2.18,13,221
2.31,39,221
2.38,65,221
2.45,91,221
2.51,117,221
3.11,117,247
3.17,117,273
3.9,143,273
3.97,169,273
4.23,169,299
4.3,169,325
4.49,195,325
4.56,221,325
4.63,247,325
4.69,273,325
4.82,273,351
4.89,273,377
5.09,247,377
5.15,221,377
5.22,195,377
5.29,169,377
5.48,169,403
5.55,169,429
5.62,169,455
5.69,169,481
5.95,195,481
6.01,221,481
6.08,247,481
6.14,273,481
6.21,299,481
6.28,325,481
6.34,351,481
6.41,377,481
6.54,377,455
6.61,377,429
6.67,377,403
6.74,351,377
6.81,325,351
7.14,351,325
7.2,377,299
7.47,377,273
8.13,351,273
8.2,325,273
8.26,299,273
8.33,273,273
8.53,273,247
8.6,299,221
8.79,325,221
8.86,351,221
8.93,377,221
8.99,403,221
9.06,429,221
9.26,429,195
9.32,429,169
9.39,429,143
9.46,429,117
9.92,403,117
9.99,377,117
10.05,351,117
10.12,325,117
10.38,325,91
10.45,351,65
10.51,377,39
10.58,403,13
10.91,429,13
11.44,429,39
11.5,429,65
12.43,455,65
12.5,481,65
12.96,481,91
13.02,481,117
13.49,507,117
13.55,533,117
13.82,533,91
13.88,533,65
13.95,533,39
14.01,533,13
14.28,559,13
14.35,585,13
14.55,585,39
14.61,585,65
14.95,611,65
15.01,637,65
15.21,637,39
15.27,637,13
15.54,663,13
15.6,689,13
16.8,689,39
16.86,689,65
17.26,715,65
17.32,741,65
17.79,741,91
17.85,741,117
17.92,741,143
17.99,741,169
18.05,741,195
18.12,741,221
18.19,741,247
18.25,741,273
18.32,741,299
18.38,741,325
18.45,741,351
18.51,741,377
18.78,715,377
18.84,689,377
18.91,663,377
18.98,637,377
19.04,611,377
19.11,585,377
19.64,585,351
19.71,585,325
19.9,559,325
19.97,533,325
20.04,507,325
20.1,481,325
20.3,481,299
20.37,481,273
20.43,481,247
20.76,455,273
21.22,429,273
21.49,429,299
21.55,429,325
21.62,429,351
21.69,429,377
21.75,429,403
21.82,429,429
21.88,429,455
21.95,429,481
22.08,455,481
22.15,481,481
22.55,481,455
22.61,481,429
22.81,507,429
22.88,533,429
23.21,533,455
23.27,533,481
23.47,559,481
23.54,585,481
23.6,611,481

=== Segment 6 Start: 12:11:02 | End: 12:11:12 ===
Time (s),x,y
0.06,49,16
0.13,82,16
0.2,115,16
0.26,148,16
0.93,148,49
0.99,148,82
1.26,181,82
1.32,214,82
1.58,214,49
1.65,214,16
1.85,247,16
1.92,280,16
2.18,280,49
2.25,280,82
2.44,313,82
2.51,346,82
2.71,346,49
2.77,346,16
3.04,379,16
3.1,412,16
3.37,412,49
3.44,412,82
3.5,412,115
3.57,412,148
3.64,412,181
3.7,412,214
4.43,412,247
4.49,412,280
4.56,412,313
4.63,412,346
5.22,412,379
5.29,412,412
5.62,379,412
5.68,346,412
5.88,346,379
5.95,346,346
6.01,346,313
6.08,346,280
6.21,313,280
6.28,280,280
6.47,280,313
6.54,280,346
6.61,280,379
6.67,280,412
6.8,247,412
6.87,214,412
7.13,214,379
7.2,214,346
7.4,181,346
7.46,148,346
7.53,115,346
7.6,82,346
7.79,82,379
7.86,82,412
7.93,82,445
7.99,82,478
8.26,115,478
8.32,148,478
8.39,181,478
8.46,214,478
8.52,247,478
8.59,280,478
8.65,313,478
8.72,346,478
8.79,379,478
8.85,412,478
8.92,445,478
8.98,478,445
9.18,478,412
9.25,478,379
9.31,478,346
9.38,478,313
9.45,478,280
9.71,511,280
9.78,544,280
9.84,577,280
9.91,610,280
10.11,610,247
10.17,610,214
10.24,610,181

=== Segment 7 Start: 12:11:12 | End: 12:11:31 ===
Time (s),x,y
0.66,15,45
0.73,15,75
0.79,15,105
0.86,15,135
0.92,15,165
0.99,45,195
1.06,75,195
1.39,75,225
1.45,75,255
1.52,75,285
1.58,75,315
1.65,75,345
1.72,75,375
1.92,105,375
2.44,135,375
2.51,165,375
2.58,195,375
2.91,195,345
2.98,195,315
3.18,225,315
3.24,255,315
3.64,255,345
3.71,255,375
3.97,285,375
4.03,315,375
4.1,345,375
4.17,375,375
5.22,375,405
5.29,375,435
5.62,405,435
5.69,435,435
5.75,465,435
5.82,495,435
5.89,525,435
5.95,555,435
6.02,585,435
6.08,615,435
6.15,645,435
6.22,675,435
6.28,705,435
6.35,735,435
6.48,735,405
6.55,735,375
6.81,705,375
6.88,675,375
7.21,675,345
7.27,675,315
7.34,675,285
7.4,675,255
7.47,675,225
7.54,675,195
7.6,675,165
7.67,675,135
7.74,675,105
7.8,675,75
8.0,645,75
8.93,615,105
10.12,615,135
10.18,615,165
10.25,615,195
10.45,585,195
10.51,555,195
10.58,525,195
10.64,495,195
11.17,525,195
11.24,555,195
11.31,585,195
11.37,615,165
11.44,615,135
11.5,615,105
11.57,615,75
11.97,615,105
12.1,615,135
12.17,615,165
12.23,615,195
12.43,585,195
12.5,555,195
12.56,525,195
12.63,495,195
12.89,495,165
12.96,495,135
13.42,525,135
13.49,555,135
13.75,555,105
13.82,555,75
14.08,525,75
14.15,495,75
14.41,495,45
14.48,495,15
14.81,465,15
14.88,435,15
14.94,405,15
15.01,375,15
15.07,345,15
15.14,315,15
15.21,285,15
15.27,255,15
15.34,225,15
15.41,195,15
15.6,195,45
15.67,195,75
15.74,195,105
15.8,195,135
16.0,225,135
16.07,255,135
16.33,255,105
16.4,255,75
16.73,285,75
16.79,315,75
16.99,315,105
17.06,315,135
17.12,315,165
17.19,315,195
17.39,345,195
17.46,375,195
17.52,405,195
17.59,435,195
17.79,435,225
17.85,435,255
18.11,405,255
18.18,375,255
18.31,375,285
18.38,375,315
18.64,405,315
18.71,435,315
18.78,465,315

=== Segment 8 Start: 12:11:31 | End: 12:11:35 ===
Time (s),x,y
0.73,18,55
0.79,18,92
0.86,18,129
0.92,18,166
0.99,18,203
1.06,18,240
1.25,55,240
1.32,92,240
1.39,129,240
1.45,166,240
1.72,166,203
1.78,166,166
2.18,203,166
2.25,240,166
2.51,240,129
2.58,240,92
2.84,277,92
2.91,314,92
3.24,314,129
3.3,314,166
3.57,351,166
3.63,388,166
3.97,388,203
4.03,388,240
4.1,388,277
4.17,388,314
4.23,388,351
4.3,388,388
4.37,388,425
4.43,388,462
4.49,388,499

